period,stateid,stateDescription,sectorid,sectorName,customers,customers-units
2024-03,WNC,West North Central,TRA,transportation,3,number of customers
2024-03,WNC,West North Central,RES,residential,10013882,number of customers
2024-03,WNC,West North Central,OTH,other,,number of customers
2024-03,WNC,West North Central,IND,industrial,125513,number of customers
2024-03,WNC,West North Central,COM,commercial,1511420,number of customers
2024-03,WNC,West North Central,ALL,all sectors,11650818,number of customers
2024-03,ENC,East North Central,TRA,transportation,10,number of customers
2024-03,ENC,East North Central,RES,residential,20873439,number of customers
2024-03,ENC,East North Central,OTH,other,,number of customers
2024-03,ENC,East North Central,IND,industrial,53895,number of customers
2024-03,ENC,East North Central,COM,commercial,2570845,number of customers
2024-03,ENC,East North Central,ALL,all sectors,23498189,number of customers
2024-03,MAT,Middle Atlantic,TRA,transportation,20,number of customers
2024-03,MAT,Middle Atlantic,RES,residential,18166947,number of customers
2024-03,MAT,Middle Atlantic,OTH,other,,number of customers
2024-03,MAT,Middle Atlantic,IND,industrial,42894,number of customers
2024-03,MAT,Middle Atlantic,COM,commercial,2545337,number of customers
2024-03,MAT,Middle Atlantic,ALL,all sectors,20755198,number of customers
2024-03,NEW,New England,TRA,transportation,6,number of customers
2024-03,NEW,New England,RES,residential,6662348,number of customers
2024-03,NEW,New England,OTH,other,,number of customers
2024-03,NEW,New England,IND,industrial,20985,number of customers
2024-03,NEW,New England,COM,commercial,971269,number of customers
2024-03,NEW,New England,ALL,all sectors,7654608,number of customers
2024-03,WY,Wyoming,TRA,transportation,0,number of customers
2024-03,WY,Wyoming,RES,residential,286516,number of customers
2024-03,WY,Wyoming,OTH,other,,number of customers
2024-03,WY,Wyoming,IND,industrial,11819,number of customers
2024-03,WY,Wyoming,COM,commercial,59074,number of customers
2024-03,WY,Wyoming,ALL,all sectors,357409,number of customers
2024-03,WI,Wisconsin,TRA,transportation,2,number of customers
2024-03,WI,Wisconsin,RES,residential,2833674,number of customers
2024-03,WI,Wisconsin,OTH,other,,number of customers
2024-03,WI,Wisconsin,IND,industrial,5465,number of customers
2024-03,WI,Wisconsin,COM,commercial,369221,number of customers
2024-03,WI,Wisconsin,ALL,all sectors,3208362,number of customers
2024-03,WV,West Virginia,TRA,transportation,0,number of customers
2024-03,WV,West Virginia,RES,residential,866175,number of customers
2024-03,WV,West Virginia,OTH,other,,number of customers
2024-03,WV,West Virginia,IND,industrial,11003,number of customers
2024-03,WV,West Virginia,COM,commercial,151648,number of customers
2024-03,WV,West Virginia,ALL,all sectors,1028826,number of customers
2024-03,WA,Washington,TRA,transportation,5,number of customers
2024-03,WA,Washington,RES,residential,3349440,number of customers
2024-03,WA,Washington,OTH,other,,number of customers
2024-03,WA,Washington,IND,industrial,26135,number of customers
2024-03,WA,Washington,COM,commercial,408765,number of customers
2024-03,WA,Washington,ALL,all sectors,3784345,number of customers
2024-03,VA,Virginia,TRA,transportation,1,number of customers
2024-03,VA,Virginia,RES,residential,3666575,number of customers
2024-03,VA,Virginia,OTH,other,,number of customers
2024-03,VA,Virginia,IND,industrial,3887,number of customers
2024-03,VA,Virginia,COM,commercial,451412,number of customers
2024-03,VA,Virginia,ALL,all sectors,4121875,number of customers
2024-03,OK,Oklahoma,COM,commercial,304146,number of customers
2024-03,OK,Oklahoma,ALL,all sectors,2209226,number of customers
2024-03,OH,Ohio,TRA,transportation,2,number of customers
2024-03,OH,Ohio,RES,residential,5107389,number of customers
2024-03,OH,Ohio,OTH,other,,number of customers
2024-03,OH,Ohio,IND,industrial,18476,number of customers
2024-03,OH,Ohio,COM,commercial,626418,number of customers
2024-03,OH,Ohio,ALL,all sectors,5752285,number of customers
2024-03,ND,North Dakota,TRA,transportation,0,number of customers
2024-03,ND,North Dakota,RES,residential,397366,number of customers
2024-03,ND,North Dakota,OTH,other,,number of customers
2024-03,ND,North Dakota,IND,industrial,9391,number of customers
2024-03,ND,North Dakota,COM,commercial,77547,number of customers
2024-03,ND,North Dakota,ALL,all sectors,484304,number of customers
2024-03,NC,North Carolina,TRA,transportation,1,number of customers
2024-03,NC,North Carolina,RES,residential,5046656,number of customers
2024-03,NC,North Carolina,OTH,other,,number of customers
2024-03,NC,North Carolina,IND,industrial,9081,number of customers
2024-03,NC,North Carolina,COM,commercial,744465,number of customers
2024-03,NC,North Carolina,ALL,all sectors,5800203,number of customers
2024-03,NY,New York,TRA,transportation,8,number of customers
2024-03,NY,New York,RES,residential,7398804,number of customers
2024-03,NY,New York,OTH,other,,number of customers
2024-03,NY,New York,IND,industrial,16759,number of customers
2024-03,NY,New York,COM,commercial,1160415,number of customers
2024-03,NY,New York,ALL,all sectors,8575986,number of customers
2024-03,NM,New Mexico,TRA,transportation,0,number of customers
2024-03,NM,New Mexico,RES,residential,916314,number of customers
2024-03,NM,New Mexico,OTH,other,,number of customers
2024-03,NM,New Mexico,IND,industrial,9169,number of customers
2024-03,NM,New Mexico,COM,commercial,147613,number of customers
2024-03,NM,New Mexico,ALL,all sectors,1073096,number of customers
2024-03,NJ,New Jersey,TRA,transportation,7,number of customers
2024-03,NJ,New Jersey,RES,residential,3710011,number of customers
2024-03,NJ,New Jersey,OTH,other,,number of customers
2024-03,NJ,New Jersey,IND,industrial,11140,number of customers
2024-03,NJ,New Jersey,COM,commercial,540356,number of customers
2024-03,NJ,New Jersey,ALL,all sectors,4261514,number of customers
2024-03,NH,New Hampshire,TRA,transportation,0,number of customers
2024-03,NH,New Hampshire,RES,residential,650026,number of customers
2024-03,NH,New Hampshire,OTH,other,,number of customers
2024-03,NH,New Hampshire,IND,industrial,3125,number of customers
2024-03,NH,New Hampshire,COM,commercial,111900,number of customers
2024-03,NH,New Hampshire,ALL,all sectors,765051,number of customers
2024-03,NV,Nevada,TRA,transportation,1,number of customers
2024-03,NV,Nevada,RES,residential,1300049,number of customers
2024-03,NV,Nevada,OTH,other,,number of customers
2024-03,NV,Nevada,IND,industrial,4743,number of customers
2024-03,NV,Nevada,COM,commercial,175404,number of customers
2024-03,NV,Nevada,ALL,all sectors,1480197,number of customers
2024-03,NE,Nebraska,TRA,transportation,0,number of customers
2024-03,NE,Nebraska,RES,residential,908846,number of customers
2024-03,NE,Nebraska,OTH,other,,number of customers
2024-03,NE,Nebraska,IND,industrial,61267,number of customers
2024-03,NE,Nebraska,COM,commercial,162877,number of customers
2024-03,NE,Nebraska,ALL,all sectors,1132990,number of customers
2024-03,MT,Montana,TRA,transportation,0,number of customers
2024-03,MT,Montana,RES,residential,556312,number of customers
2024-03,MT,Montana,OTH,other,,number of customers
2024-03,MT,Montana,IND,industrial,10207,number of customers
2024-03,MT,Montana,COM,commercial,117995,number of customers
2024-03,MT,Montana,ALL,all sectors,684514,number of customers
2024-03,MO,Missouri,TRA,transportation,2,number of customers
2024-03,MO,Missouri,RES,residential,2882249,number of customers
2024-03,MO,Missouri,OTH,other,,number of customers
2024-03,MO,Missouri,IND,industrial,9436,number of customers
2024-03,MO,Missouri,COM,commercial,385600,number of customers
2024-03,MO,Missouri,ALL,all sectors,3277287,number of customers
2024-03,MS,Mississippi,TRA,transportation,0,number of customers
2024-03,MS,Mississippi,RES,residential,1367652,number of customers
2024-03,VT,Vermont,TRA,transportation,0,number of customers
2024-03,VT,Vermont,RES,residential,320354,number of customers
2024-03,VT,Vermont,OTH,other,,number of customers
2024-03,VT,Vermont,IND,industrial,238,number of customers
2024-03,VT,Vermont,COM,commercial,62582,number of customers
2024-03,VT,Vermont,ALL,all sectors,383174,number of customers
2024-03,UT,Utah,TRA,transportation,1,number of customers
2024-03,UT,Utah,RES,residential,1220125,number of customers
2024-03,UT,Utah,OTH,other,,number of customers
2024-03,UT,Utah,IND,industrial,10960,number of customers
2024-03,UT,Utah,COM,commercial,140643,number of customers
2024-03,UT,Utah,ALL,all sectors,1371729,number of customers
2024-03,TX,Texas,TRA,transportation,2,number of customers
2024-03,TX,Texas,RES,residential,12276977,number of customers
2024-03,TX,Texas,OTH,other,,number of customers
2024-03,TX,Texas,IND,industrial,361039,number of customers
2024-03,TX,Texas,COM,commercial,1582316,number of customers
2024-03,TX,Texas,ALL,all sectors,14220334,number of customers
2024-03,TN,Tennessee,TRA,transportation,0,number of customers
2024-03,TN,Tennessee,RES,residential,3076256,number of customers
2024-03,TN,Tennessee,OTH,other,,number of customers
2024-03,TN,Tennessee,IND,industrial,986,number of customers
2024-03,TN,Tennessee,COM,commercial,524400,number of customers
2024-03,TN,Tennessee,ALL,all sectors,3601642,number of customers
2024-03,SD,South Dakota,TRA,transportation,0,number of customers
2024-03,SD,South Dakota,RES,residential,434441,number of customers
2024-03,SD,South Dakota,OTH,other,,number of customers
2024-03,SD,South Dakota,IND,industrial,4206,number of customers
2024-03,SD,South Dakota,COM,commercial,78233,number of customers
2024-03,SD,South Dakota,ALL,all sectors,516880,number of customers
2024-03,SC,South Carolina,TRA,transportation,0,number of customers
2024-03,SC,South Carolina,RES,residential,2548994,number of customers
2024-03,SC,South Carolina,OTH,other,,number of customers
2024-03,SC,South Carolina,IND,industrial,3523,number of customers
2024-03,SC,South Carolina,COM,commercial,406630,number of customers
2024-03,SC,South Carolina,ALL,all sectors,2959147,number of customers
2024-03,RI,Rhode Island,TRA,transportation,1,number of customers
2024-03,RI,Rhode Island,RES,residential,460260,number of customers
2024-03,RI,Rhode Island,OTH,other,,number of customers
2024-03,RI,Rhode Island,IND,industrial,1623,number of customers
2024-03,RI,Rhode Island,COM,commercial,61890,number of customers
2024-03,RI,Rhode Island,ALL,all sectors,523774,number of customers
2024-03,PA,Pennsylvania,TRA,transportation,5,number of customers
2024-03,PA,Pennsylvania,RES,residential,7058132,number of customers
2024-03,PA,Pennsylvania,OTH,other,,number of customers
2024-03,PA,Pennsylvania,IND,industrial,14995,number of customers
2024-03,PA,Pennsylvania,COM,commercial,844566,number of customers
2024-03,PA,Pennsylvania,ALL,all sectors,7917698,number of customers
2024-03,OR,Oregon,TRA,transportation,2,number of customers
2024-03,OR,Oregon,RES,residential,1867794,number of customers
2024-03,OR,Oregon,OTH,other,,number of customers
2024-03,OR,Oregon,IND,industrial,25170,number of customers
2024-03,OR,Oregon,COM,commercial,251209,number of customers
2024-03,OR,Oregon,ALL,all sectors,2144175,number of customers
2024-03,OK,Oklahoma,TRA,transportation,0,number of customers
2024-03,OK,Oklahoma,RES,residential,1886590,number of customers
2024-03,OK,Oklahoma,OTH,other,,number of customers
2024-03,OK,Oklahoma,IND,industrial,18490,number of customers
2024-03,CO,Colorado,TRA,transportation,1,number of customers
2024-03,CO,Colorado,RES,residential,2483856,number of customers
2024-03,CO,Colorado,OTH,other,,number of customers
2024-03,CO,Colorado,IND,industrial,14872,number of customers
2024-03,CO,Colorado,COM,commercial,397196,number of customers
2024-03,CO,Colorado,ALL,all sectors,2895925,number of customers
2024-03,CA,California,TRA,transportation,12,number of customers
2024-03,CA,California,RES,residential,14111959,number of customers
2024-03,CA,California,OTH,other,,number of customers
2024-03,CA,California,IND,industrial,146529,number of customers
2024-03,CA,California,COM,commercial,1770149,number of customers
2024-03,CA,California,ALL,all sectors,16028649,number of customers
2024-03,AR,Arkansas,TRA,transportation,2,number of customers
2024-03,AR,Arkansas,RES,residential,1476408,number of customers
2024-03,AR,Arkansas,OTH,other,,number of customers
2024-03,AR,Arkansas,IND,industrial,29956,number of customers
2024-03,AR,Arkansas,COM,commercial,208774,number of customers
2024-03,AR,Arkansas,ALL,all sectors,1715140,number of customers
2024-03,AZ,Arizona,TRA,transportation,2,number of customers
2024-03,AZ,Arizona,RES,residential,3084292,number of customers
2024-03,AZ,Arizona,OTH,other,,number of customers
2024-03,AZ,Arizona,IND,industrial,7063,number of customers
2024-03,AZ,Arizona,COM,commercial,344735,number of customers
2024-03,AZ,Arizona,ALL,all sectors,3436092,number of customers
2024-03,AK,Alaska,TRA,transportation,0,number of customers
2024-03,AK,Alaska,RES,residential,298721,number of customers
2024-03,AK,Alaska,OTH,other,,number of customers
2024-03,AK,Alaska,IND,industrial,1179,number of customers
2024-03,AK,Alaska,COM,commercial,57410,number of customers
2024-03,AK,Alaska,ALL,all sectors,357310,number of customers
2024-03,AL,Alabama,TRA,transportation,0,number of customers
2024-03,AL,Alabama,RES,residential,2389928,number of customers
2024-03,AL,Alabama,OTH,other,,number of customers
2024-03,AL,Alabama,IND,industrial,7178,number of customers
2024-03,AL,Alabama,COM,commercial,383817,number of customers
2024-03,AL,Alabama,ALL,all sectors,2780923,number of customers
2024-03,MS,Mississippi,OTH,other,,number of customers
2024-03,MS,Mississippi,IND,industrial,10669,number of customers
2024-03,MS,Mississippi,COM,commercial,244342,number of customers
2024-03,MS,Mississippi,ALL,all sectors,1622663,number of customers
2024-03,MN,Minnesota,TRA,transportation,1,number of customers
2024-03,MN,Minnesota,RES,residential,2591853,number of customers
2024-03,MN,Minnesota,OTH,other,,number of customers
2024-03,MN,Minnesota,IND,industrial,9075,number of customers
2024-03,MN,Minnesota,COM,commercial,307539,number of customers
2024-03,MN,Minnesota,ALL,all sectors,2908468,number of customers
2024-03,MI,Michigan,TRA,transportation,2,number of customers
2024-03,MI,Michigan,RES,residential,4529220,number of customers
2024-03,MI,Michigan,OTH,other,,number of customers
2024-03,MI,Michigan,IND,industrial,5540,number of customers
2024-03,MI,Michigan,COM,commercial,562394,number of customers
2024-03,MI,Michigan,ALL,all sectors,5097156,number of customers
2024-03,MA,Massachusetts,TRA,transportation,2,number of customers
