period,stateid,stateDescription,sectorid,sectorName,customers,customers-units
2024-01,TN,Tennessee,TRA,transportation,0,number of customers
2024-01,TN,Tennessee,RES,residential,3053051,number of customers
2024-01,TN,Tennessee,OTH,other,,number of customers
2024-01,TN,Tennessee,IND,industrial,1027,number of customers
2024-01,SAT,South Atlantic,ALL,all sectors,34509766,number of customers
2024-01,TN,Tennessee,COM,commercial,523531,number of customers
2024-01,TN,Tennessee,ALL,all sectors,3577609,number of customers
2024-01,SD,South Dakota,TRA,transportation,0,number of customers
2024-01,SD,South Dakota,RES,residential,433916,number of customers
2024-01,SD,South Dakota,OTH,other,,number of customers
2024-01,SD,South Dakota,IND,industrial,4217,number of customers
2024-01,SD,South Dakota,COM,commercial,78136,number of customers
2024-01,SD,South Dakota,ALL,all sectors,516269,number of customers
2024-01,SC,South Carolina,TRA,transportation,0,number of customers
2024-01,SC,South Carolina,RES,residential,2555717,number of customers
2024-01,SC,South Carolina,OTH,other,,number of customers
2024-01,SC,South Carolina,IND,industrial,3528,number of customers
2024-01,SC,South Carolina,COM,commercial,407606,number of customers
2024-01,SC,South Carolina,ALL,all sectors,2966851,number of customers
2024-01,RI,Rhode Island,TRA,transportation,1,number of customers
2024-01,RI,Rhode Island,RES,residential,456239,number of customers
2024-01,RI,Rhode Island,OTH,other,,number of customers
2024-01,RI,Rhode Island,IND,industrial,1569,number of customers
2024-01,RI,Rhode Island,COM,commercial,60660,number of customers
2024-01,RI,Rhode Island,ALL,all sectors,518469,number of customers
2024-01,PA,Pennsylvania,TRA,transportation,5,number of customers
2024-01,PA,Pennsylvania,RES,residential,5526640,number of customers
2024-01,PA,Pennsylvania,OTH,other,,number of customers
2024-01,PA,Pennsylvania,IND,industrial,14910,number of customers
2024-01,PA,Pennsylvania,COM,commercial,734575,number of customers
2024-01,PA,Pennsylvania,ALL,all sectors,6276130,number of customers
2024-01,OR,Oregon,TRA,transportation,2,number of customers
2024-01,OR,Oregon,RES,residential,1863769,number of customers
2024-01,OR,Oregon,OTH,other,,number of customers
2024-01,OR,Oregon,IND,industrial,25113,number of customers
2024-01,OR,Oregon,COM,commercial,250128,number of customers
2024-01,OR,Oregon,ALL,all sectors,2139012,number of customers
2024-01,OK,Oklahoma,TRA,transportation,0,number of customers
2024-01,OK,Oklahoma,RES,residential,1883660,number of customers
2024-01,OK,Oklahoma,OTH,other,,number of customers
2024-01,US,U.S. Total,TRA,transportation,82,number of customers
2024-01,US,U.S. Total,RES,residential,142003520,number of customers
2024-01,US,U.S. Total,OTH,other,,number of customers
2024-01,US,U.S. Total,IND,industrial,1073675,number of customers
2024-01,US,U.S. Total,COM,commercial,19427758,number of customers
2024-01,US,U.S. Total,ALL,all sectors,162505035,number of customers
2024-01,PACN,Pacific Noncontiguous,TRA,transportation,0,number of customers
2024-01,PACN,Pacific Noncontiguous,RES,residential,744963,number of customers
2024-01,PACN,Pacific Noncontiguous,OTH,other,,number of customers
2024-01,PACN,Pacific Noncontiguous,IND,industrial,1994,number of customers
2024-01,PACN,Pacific Noncontiguous,COM,commercial,117190,number of customers
2024-01,PACN,Pacific Noncontiguous,ALL,all sectors,864147,number of customers
2024-01,PACC,Pacific Contiguous,TRA,transportation,19,number of customers
2024-01,PACC,Pacific Contiguous,RES,residential,19494311,number of customers
2024-01,PACC,Pacific Contiguous,OTH,other,,number of customers
2024-01,PACC,Pacific Contiguous,IND,industrial,202131,number of customers
2024-01,PACC,Pacific Contiguous,COM,commercial,2456557,number of customers
2024-01,CT,Connecticut,IND,industrial,3868,number of customers
2024-01,CT,Connecticut,COM,commercial,157238,number of customers
2024-01,CT,Connecticut,ALL,all sectors,1702726,number of customers
2024-01,CO,Colorado,TRA,transportation,1,number of customers
2024-01,CO,Colorado,RES,residential,2477122,number of customers
2024-01,CO,Colorado,OTH,other,,number of customers
2024-01,CO,Colorado,IND,industrial,14716,number of customers
2024-01,CO,Colorado,COM,commercial,395013,number of customers
2024-01,CO,Colorado,ALL,all sectors,2886852,number of customers
2024-01,CA,California,TRA,transportation,12,number of customers
2024-01,CA,California,RES,residential,14275640,number of customers
2024-01,CA,California,OTH,other,,number of customers
2024-01,CA,California,IND,industrial,150477,number of customers
2024-01,CA,California,COM,commercial,1796854,number of customers
2024-01,CA,California,ALL,all sectors,16222983,number of customers
2024-01,AR,Arkansas,TRA,transportation,2,number of customers
2024-01,AR,Arkansas,RES,residential,1474098,number of customers
2024-01,AR,Arkansas,OTH,other,,number of customers
2024-01,AR,Arkansas,IND,industrial,34951,number of customers
2024-01,AR,Arkansas,COM,commercial,208669,number of customers
2024-01,AR,Arkansas,ALL,all sectors,1717720,number of customers
2024-01,AZ,Arizona,TRA,transportation,2,number of customers
2024-01,AZ,Arizona,RES,residential,3073908,number of customers
2024-01,AZ,Arizona,OTH,other,,number of customers
2024-01,AZ,Arizona,IND,industrial,7061,number of customers
2024-01,AZ,Arizona,COM,commercial,343569,number of customers
2024-01,AZ,Arizona,ALL,all sectors,3424540,number of customers
2024-01,AK,Alaska,TRA,transportation,0,number of customers
2024-01,AK,Alaska,RES,residential,298705,number of customers
2024-01,AK,Alaska,OTH,other,,number of customers
2024-01,AK,Alaska,IND,industrial,1176,number of customers
2024-01,AK,Alaska,COM,commercial,57479,number of customers
2024-01,AK,Alaska,ALL,all sectors,357360,number of customers
2024-01,AL,Alabama,TRA,transportation,0,number of customers
2024-01,AL,Alabama,RES,residential,2387002,number of customers
2024-01,AL,Alabama,OTH,other,,number of customers
2024-01,AL,Alabama,IND,industrial,7187,number of customers
2024-01,AL,Alabama,COM,commercial,384816,number of customers
2023-12,MTN,Mountain,ALL,all sectors,12255028,number of customers
2023-12,NV,Nevada,IND,industrial,4575,number of customers
2023-12,NV,Nevada,COM,commercial,175129,number of customers
2023-12,NV,Nevada,ALL,all sectors,1473831,number of customers
2023-12,NE,Nebraska,TRA,transportation,0,number of customers
2023-12,NE,Nebraska,RES,residential,905871,number of customers
2023-12,NE,Nebraska,OTH,other,,number of customers
2023-12,NE,Nebraska,IND,industrial,65059,number of customers
2023-12,NE,Nebraska,COM,commercial,162399,number of customers
2023-12,NE,Nebraska,ALL,all sectors,1133329,number of customers
2023-12,MT,Montana,TRA,transportation,0,number of customers
2023-12,MT,Montana,RES,residential,554171,number of customers
2023-12,MT,Montana,OTH,other,,number of customers
2023-12,MT,Montana,IND,industrial,10939,number of customers
2023-12,MT,Montana,COM,commercial,117289,number of customers
2023-12,MT,Montana,ALL,all sectors,682399,number of customers
2023-12,MO,Missouri,TRA,transportation,2,number of customers
2023-12,MO,Missouri,RES,residential,2849473,number of customers
2023-12,MO,Missouri,OTH,other,,number of customers
2023-12,MO,Missouri,IND,industrial,9433,number of customers
2023-12,MO,Missouri,COM,commercial,385887,number of customers
2023-12,MO,Missouri,ALL,all sectors,3244795,number of customers
2023-12,MS,Mississippi,TRA,transportation,0,number of customers
2023-12,MS,Mississippi,RES,residential,1363020,number of customers
2023-12,MS,Mississippi,OTH,other,,number of customers
2023-12,MS,Mississippi,IND,industrial,11085,number of customers
2023-12,MS,Mississippi,COM,commercial,243709,number of customers
2023-12,MS,Mississippi,ALL,all sectors,1617814,number of customers
2023-12,MN,Minnesota,TRA,transportation,1,number of customers
2023-12,MN,Minnesota,RES,residential,2583172,number of customers
2023-12,MN,Minnesota,OTH,other,,number of customers
2023-12,MN,Minnesota,IND,industrial,9401,number of customers
2023-12,MN,Minnesota,COM,commercial,307106,number of customers
2023-12,MN,Minnesota,ALL,all sectors,2899680,number of customers
2023-12,MI,Michigan,TRA,transportation,2,number of customers
2023-12,MI,Michigan,RES,residential,4517437,number of customers
2023-12,MI,Michigan,OTH,other,,number of customers
2023-12,MI,Michigan,IND,industrial,5641,number of customers
2023-12,MI,Michigan,COM,commercial,560866,number of customers
2023-12,MI,Michigan,ALL,all sectors,5083946,number of customers
2023-12,MA,Massachusetts,TRA,transportation,2,number of customers
2023-12,MA,Massachusetts,RES,residential,2880163,number of customers
2023-12,MA,Massachusetts,OTH,other,,number of customers
2023-12,MA,Massachusetts,IND,industrial,10516,number of customers
2023-12,MA,Massachusetts,COM,commercial,451037,number of customers
2023-12,MA,Massachusetts,ALL,all sectors,3341718,number of customers
2023-12,MD,Maryland,TRA,transportation,5,number of customers
2023-12,MD,Maryland,RES,residential,2438664,number of customers
2023-12,MD,Maryland,OTH,other,,number of customers
2023-12,MD,Maryland,IND,industrial,9092,number of customers
2023-12,MD,Maryland,COM,commercial,261857,number of customers
2023-12,MD,Maryland,ALL,all sectors,2709618,number of customers
2023-12,ME,Maine,TRA,transportation,0,number of customers
2023-12,ME,Maine,RES,residential,739388,number of customers
2023-12,ME,Maine,OTH,other,,number of customers
2023-12,ME,Maine,IND,industrial,2001,number of customers
2023-12,ME,Maine,COM,commercial,109827,number of customers
2023-12,ME,Maine,ALL,all sectors,851216,number of customers
2023-12,LA,Louisiana,TRA,transportation,1,number of customers
2023-12,LA,Louisiana,RES,residential,2176420,number of customers
2023-12,LA,Louisiana,OTH,other,,number of customers
2023-12,LA,Louisiana,IND,industrial,18523,number of customers
2023-12,LA,Louisiana,COM,commercial,300030,number of customers
2023-12,LA,Louisiana,ALL,all sectors,2494974,number of customers
2023-12,KY,Kentucky,TRA,transportation,0,number of customers
2023-12,KY,Kentucky,RES,residential,2028697,number of customers
2023-12,ENC,East North Central,ALL,all sectors,23459985,number of customers
2023-12,MAT,Middle Atlantic,TRA,transportation,20,number of customers
2023-12,MAT,Middle Atlantic,RES,residential,16630008,number of customers
2023-12,MAT,Middle Atlantic,OTH,other,,number of customers
2023-12,MAT,Middle Atlantic,IND,industrial,33367,number of customers
2023-12,MAT,Middle Atlantic,COM,commercial,2457284,number of customers
2023-12,MAT,Middle Atlantic,ALL,all sectors,19120679,number of customers
2023-12,NEW,New England,TRA,transportation,6,number of customers
2023-12,NEW,New England,RES,residential,6558855,number of customers
2023-12,NEW,New England,OTH,other,,number of customers
2023-12,NEW,New England,IND,industrial,21283,number of customers
2023-12,NEW,New England,COM,commercial,949293,number of customers
2023-12,NEW,New England,ALL,all sectors,7529437,number of customers
2023-12,WY,Wyoming,TRA,transportation,0,number of customers
2023-12,WY,Wyoming,RES,residential,286024,number of customers
2023-12,WY,Wyoming,OTH,other,,number of customers
2023-12,WY,Wyoming,IND,industrial,11943,number of customers
2023-12,WY,Wyoming,COM,commercial,58985,number of customers
2023-12,WY,Wyoming,ALL,all sectors,356952,number of customers
2023-12,WI,Wisconsin,TRA,transportation,2,number of customers
2023-12,WI,Wisconsin,RES,residential,2833054,number of customers
2023-12,WI,Wisconsin,OTH,other,,number of customers
2023-12,WI,Wisconsin,IND,industrial,5618,number of customers
2023-12,WI,Wisconsin,COM,commercial,369201,number of customers
2023-12,WI,Wisconsin,ALL,all sectors,3207875,number of customers
2023-12,WV,West Virginia,TRA,transportation,0,number of customers
2023-12,WV,West Virginia,RES,residential,866277,number of customers
2023-12,WV,West Virginia,OTH,other,,number of customers
2023-12,WV,West Virginia,IND,industrial,11077,number of customers
2023-12,WV,West Virginia,COM,commercial,151541,number of customers
2023-12,WV,West Virginia,ALL,all sectors,1028895,number of customers
2023-12,WA,Washington,TRA,transportation,5,number of customers
2023-12,WA,Washington,RES,residential,3331698,number of customers
2023-12,WA,Washington,OTH,other,,number of customers
2023-12,WA,Washington,IND,industrial,27187,number of customers
2023-12,WA,Washington,COM,commercial,406378,number of customers
2023-12,WA,Washington,ALL,all sectors,3765268,number of customers
2023-12,VA,Virginia,TRA,transportation,1,number of customers
2023-12,VA,Virginia,RES,residential,3655480,number of customers
2023-12,VA,Virginia,OTH,other,,number of customers
2023-12,VA,Virginia,IND,industrial,3847,number of customers
2023-12,VA,Virginia,COM,commercial,452122,number of customers
2023-12,VA,Virginia,ALL,all sectors,4111450,number of customers
2023-12,VT,Vermont,TRA,transportation,0,number of customers
2023-12,VT,Vermont,RES,residential,320092,number of customers
2023-12,VT,Vermont,OTH,other,,number of customers
2023-12,VT,Vermont,IND,industrial,249,number of customers
2023-12,VT,Vermont,COM,commercial,62246,number of customers
2023-12,VT,Vermont,ALL,all sectors,382587,number of customers
2023-12,UT,Utah,TRA,transportation,1,number of customers
2023-12,UT,Utah,RES,residential,1213815,number of customers
2023-12,UT,Utah,OTH,other,,number of customers
2023-12,UT,Utah,IND,industrial,10797,number of customers
2023-12,UT,Utah,COM,commercial,139930,number of customers
2023-12,UT,Utah,ALL,all sectors,1364543,number of customers
2023-12,TX,Texas,TRA,transportation,3,number of customers
2023-12,TX,Texas,RES,residential,12145036,number of customers
2023-12,TX,Texas,OTH,other,,number of customers
2023-12,TX,Texas,IND,industrial,353952,number of customers
2023-12,TX,Texas,COM,commercial,1565734,number of customers
2023-12,TX,Texas,ALL,all sectors,14064725,number of customers
2023-12,TN,Tennessee,TRA,transportation,0,number of customers
2023-12,TN,Tennessee,RES,residential,3058435,number of customers
2023-12,TN,Tennessee,OTH,other,,number of customers
2023-12,TN,Tennessee,IND,industrial,1025,number of customers
2023-12,TN,Tennessee,COM,commercial,521801,number of customers
2023-12,TN,Tennessee,ALL,all sectors,3581261,number of customers
2023-12,SD,South Dakota,TRA,transportation,0,number of customers
2023-12,SD,South Dakota,RES,residential,432794,number of customers
2023-12,SD,South Dakota,OTH,other,,number of customers
2023-12,SD,South Dakota,IND,industrial,4324,number of customers
2023-12,SD,South Dakota,COM,commercial,77695,number of customers
2023-12,SD,South Dakota,ALL,all sectors,514813,number of customers
2023-12,SC,South Carolina,TRA,transportation,0,number of customers
2023-12,SC,South Carolina,RES,residential,2542771,number of customers
2023-12,SC,South Carolina,OTH,other,,number of customers
2023-12,SC,South Carolina,IND,industrial,3550,number of customers
2023-12,SC,South Carolina,COM,commercial,405742,number of customers
2023-12,SC,South Carolina,ALL,all sectors,2952063,number of customers
2023-12,RI,Rhode Island,TRA,transportation,1,number of customers
2023-12,RI,Rhode Island,RES,residential,428050,number of customers
2023-12,RI,Rhode Island,OTH,other,,number of customers
2023-12,RI,Rhode Island,IND,industrial,1532,number of customers
2023-12,RI,Rhode Island,COM,commercial,57600,number of customers
2023-12,RI,Rhode Island,ALL,all sectors,487183,number of customers
2023-12,PA,Pennsylvania,TRA,transportation,5,number of customers
2023-12,PA,Pennsylvania,RES,residential,5521473,number of customers
2023-12,PA,Pennsylvania,OTH,other,,number of customers
2023-12,PA,Pennsylvania,IND,industrial,14919,number of customers
2023-12,PA,Pennsylvania,COM,commercial,734215,number of customers
2023-12,PA,Pennsylvania,ALL,all sectors,6270612,number of customers
2023-12,OR,Oregon,TRA,transportation,2,number of customers
2023-12,OR,Oregon,RES,residential,1859586,number of customers
2023-12,OR,Oregon,OTH,other,,number of customers
2023-12,OR,Oregon,IND,industrial,25454,number of customers
2023-12,OR,Oregon,COM,commercial,249845,number of customers
2023-12,OR,Oregon,ALL,all sectors,2134887,number of customers
2023-12,OK,Oklahoma,TRA,transportation,0,number of customers
2023-12,OK,Oklahoma,RES,residential,1879305,number of customers
2023-12,OK,Oklahoma,OTH,other,,number of customers
2023-12,OK,Oklahoma,IND,industrial,18698,number of customers
2023-12,OK,Oklahoma,COM,commercial,303066,number of customers
2023-12,OK,Oklahoma,ALL,all sectors,2201069,number of customers
2023-12,OH,Ohio,TRA,transportation,2,number of customers
2023-12,OH,Ohio,RES,residential,5096595,number of customers
2023-12,OH,Ohio,OTH,other,,number of customers
2023-12,OH,Ohio,IND,industrial,18891,number of customers
2023-12,OH,Ohio,COM,commercial,625028,number of customers
2023-12,OH,Ohio,ALL,all sectors,5740516,number of customers
2023-12,ND,North Dakota,TRA,transportation,0,number of customers
2023-12,ND,North Dakota,RES,residential,396395,number of customers
2023-12,ND,North Dakota,OTH,other,,number of customers
2023-12,ND,North Dakota,IND,industrial,9388,number of customers
2023-12,ND,North Dakota,COM,commercial,77473,number of customers
2023-12,ND,North Dakota,ALL,all sectors,483256,number of customers
2023-12,NC,North Carolina,TRA,transportation,1,number of customers
2023-12,NC,North Carolina,RES,residential,5017625,number of customers
2023-12,NC,North Carolina,OTH,other,,number of customers
2023-12,NC,North Carolina,IND,industrial,9160,number of customers
2023-12,NC,North Carolina,COM,commercial,743096,number of customers
2023-12,NC,North Carolina,ALL,all sectors,5769882,number of customers
2023-12,NY,New York,TRA,transportation,8,number of customers
2023-12,NY,New York,RES,residential,7389182,number of customers
2023-12,NY,New York,OTH,other,,number of customers
2023-12,NY,New York,IND,industrial,7029,number of customers
2023-12,NY,New York,COM,commercial,1179843,number of customers
2023-12,NY,New York,ALL,all sectors,8576062,number of customers
2023-12,NM,New Mexico,TRA,transportation,0,number of customers
2023-12,NM,New Mexico,RES,residential,914667,number of customers
2023-12,NM,New Mexico,OTH,other,,number of customers
2023-12,NM,New Mexico,IND,industrial,9415,number of customers
2023-12,NM,New Mexico,COM,commercial,146662,number of customers
2023-12,NM,New Mexico,ALL,all sectors,1070744,number of customers
2023-12,NJ,New Jersey,TRA,transportation,7,number of customers
2023-12,NJ,New Jersey,RES,residential,3719353,number of customers
2023-12,NJ,New Jersey,OTH,other,,number of customers
2023-12,NJ,New Jersey,IND,industrial,11419,number of customers
2023-12,NJ,New Jersey,COM,commercial,543226,number of customers
2023-12,NJ,New Jersey,ALL,all sectors,4274005,number of customers
2023-12,NH,New Hampshire,TRA,transportation,0,number of customers
2023-12,NH,New Hampshire,RES,residential,647710,number of customers
2023-12,NH,New Hampshire,OTH,other,,number of customers
2023-12,NH,New Hampshire,IND,industrial,3118,number of customers
2023-12,NH,New Hampshire,COM,commercial,111470,number of customers
2023-12,NH,New Hampshire,ALL,all sectors,762298,number of customers
2023-12,NV,Nevada,TRA,transportation,1,number of customers
2023-12,NV,Nevada,RES,residential,1294126,number of customers
2023-12,NV,Nevada,OTH,other,,number of customers
2023-12,WSC,West South Central,TRA,transportation,6,number of customers
2023-12,WSC,West South Central,RES,residential,17673112,number of customers
2023-12,WSC,West South Central,OTH,other,,number of customers
2023-12,WSC,West South Central,IND,industrial,426838,number of customers
2023-12,WSC,West South Central,COM,commercial,2377174,number of customers
2023-12,WSC,West South Central,ALL,all sectors,20477130,number of customers
2023-12,ESC,East South Central,TRA,transportation,0,number of customers
2023-12,ESC,East South Central,RES,residential,8819192,number of customers
2023-12,ESC,East South Central,OTH,other,,number of customers
2023-12,ESC,East South Central,IND,industrial,25086,number of customers
2023-12,ESC,East South Central,COM,commercial,1470536,number of customers
2023-12,ESC,East South Central,ALL,all sectors,10314814,number of customers
2023-12,SAT,South Atlantic,TRA,transportation,13,number of customers
2023-12,SAT,South Atlantic,RES,residential,30346066,number of customers
2023-12,SAT,South Atlantic,OTH,other,,number of customers
2023-12,SAT,South Atlantic,IND,industrial,88401,number of customers
2023-12,SAT,South Atlantic,COM,commercial,3999323,number of customers
2023-12,SAT,South Atlantic,ALL,all sectors,34433803,number of customers
2023-12,WNC,West North Central,TRA,transportation,3,number of customers
2023-12,WNC,West North Central,RES,residential,9960714,number of customers
2023-12,WNC,West North Central,OTH,other,,number of customers
2023-12,WNC,West North Central,IND,industrial,130506,number of customers
2023-12,WNC,West North Central,COM,commercial,1509910,number of customers
2023-12,WNC,West North Central,ALL,all sectors,11601133,number of customers
2023-12,ENC,East North Central,TRA,transportation,10,number of customers
2023-12,ENC,East North Central,RES,residential,20836878,number of customers
2023-12,ENC,East North Central,OTH,other,,number of customers
2023-12,ENC,East North Central,IND,industrial,54913,number of customers
2023-12,ENC,East North Central,COM,commercial,2568184,number of customers
2023-12,KY,Kentucky,OTH,other,,number of customers
2023-12,KY,Kentucky,IND,industrial,5767,number of customers
2023-12,KY,Kentucky,COM,commercial,324092,number of customers
2023-12,KY,Kentucky,ALL,all sectors,2358556,number of customers
2023-12,KS,Kansas,TRA,transportation,0,number of customers
2023-12,KS,Kansas,RES,residential,1334413,number of customers
2023-12,KS,Kansas,OTH,other,,number of customers
2023-12,KS,Kansas,IND,industrial,24352,number of customers
2023-12,KS,Kansas,COM,commercial,248655,number of customers
2023-12,KS,Kansas,ALL,all sectors,1607420,number of customers
2023-12,IA,Iowa,TRA,transportation,0,number of customers
2023-12,IA,Iowa,RES,residential,1458596,number of customers
2023-12,IA,Iowa,OTH,other,,number of customers
2023-12,IA,Iowa,IND,industrial,8549,number of customers
2023-12,IA,Iowa,COM,commercial,250695,number of customers
2023-12,IA,Iowa,ALL,all sectors,1717840,number of customers
2023-12,IN,Indiana,TRA,transportation,1,number of customers
2023-12,IN,Indiana,RES,residential,2980671,number of customers
2023-12,IN,Indiana,OTH,other,,number of customers
2023-12,IN,Indiana,IND,industrial,19142,number of customers
2023-12,IN,Indiana,COM,commercial,375033,number of customers
2023-12,IN,Indiana,ALL,all sectors,3374847,number of customers
2023-12,IL,Illinois,TRA,transportation,3,number of customers
2023-12,IL,Illinois,RES,residential,5409121,number of customers
2023-12,IL,Illinois,OTH,other,,number of customers
2023-12,IL,Illinois,IND,industrial,5621,number of customers
2023-12,IL,Illinois,COM,commercial,638056,number of customers
2023-12,IL,Illinois,ALL,all sectors,6052801,number of customers
2023-12,ID,Idaho,TRA,transportation,0,number of customers
2023-12,ID,Idaho,RES,residential,852442,number of customers
2023-12,ID,Idaho,OTH,other,,number of customers
2023-12,ID,Idaho,IND,industrial,29356,number of customers
2023-12,ID,Idaho,COM,commercial,122360,number of customers
2023-12,ID,Idaho,ALL,all sectors,1004158,number of customers
2023-12,HI,Hawaii,TRA,transportation,0,number of customers
2023-12,HI,Hawaii,RES,residential,446136,number of customers
2023-12,HI,Hawaii,OTH,other,,number of customers
2023-12,HI,Hawaii,IND,industrial,814,number of customers
2023-12,HI,Hawaii,COM,commercial,59899,number of customers
2023-12,HI,Hawaii,ALL,all sectors,506849,number of customers
2023-12,GA,Georgia,TRA,transportation,1,number of customers
2023-12,GA,Georgia,RES,residential,4768296,number of customers
2023-12,GA,Georgia,OTH,other,,number of customers
2023-12,GA,Georgia,IND,industrial,23954,number of customers
2023-12,GA,Georgia,COM,commercial,610854,number of customers
2023-12,GA,Georgia,ALL,all sectors,5403105,number of customers
2023-12,FL,Florida,TRA,transportation,2,number of customers
2023-12,FL,Florida,RES,residential,10275386,number of customers
2023-12,FL,Florida,OTH,other,,number of customers
2023-12,FL,Florida,IND,industrial,26899,number of customers
2023-12,FL,Florida,COM,commercial,1286919,number of customers
2023-12,FL,Florida,ALL,all sectors,11589206,number of customers
2023-12,DC,District of Columbia,TRA,transportation,3,number of customers
2023-12,DC,District of Columbia,RES,residential,315555,number of customers
2023-12,DC,District of Columbia,OTH,other,,number of customers
2023-12,DC,District of Columbia,IND,industrial,1,number of customers
2023-12,DC,District of Columbia,COM,commercial,27393,number of customers
2023-12,DC,District of Columbia,ALL,all sectors,342952,number of customers
2023-12,DE,Delaware,TRA,transportation,0,number of customers
2023-12,DE,Delaware,RES,residential,466012,number of customers
2023-12,DE,Delaware,OTH,other,,number of customers
2023-12,DE,Delaware,IND,industrial,821,number of customers
2023-12,DE,Delaware,COM,commercial,59799,number of customers
2023-12,DE,Delaware,ALL,all sectors,526632,number of customers
2023-12,CT,Connecticut,TRA,transportation,3,number of customers
2023-12,CT,Connecticut,RES,residential,1543452,number of customers
2023-12,CT,Connecticut,OTH,other,,number of customers
2023-12,CT,Connecticut,IND,industrial,3867,number of customers
2023-12,CT,Connecticut,COM,commercial,157113,number of customers
2023-12,CT,Connecticut,ALL,all sectors,1704435,number of customers
2023-12,CO,Colorado,TRA,transportation,1,number of customers
2023-12,CO,Colorado,RES,residential,2472310,number of customers
2023-12,CO,Colorado,OTH,other,,number of customers
2023-12,CO,Colorado,IND,industrial,14778,number of customers
2023-12,CO,Colorado,COM,commercial,394062,number of customers
2023-12,CO,Colorado,ALL,all sectors,2881151,number of customers
2023-12,CA,California,TRA,transportation,12,number of customers
2023-12,CA,California,RES,residential,14078011,number of customers
2023-12,CA,California,OTH,other,,number of customers
2023-12,CA,California,IND,industrial,146857,number of customers
2023-12,CA,California,COM,commercial,1764476,number of customers
2023-12,CA,California,ALL,all sectors,15989356,number of customers
2023-12,AR,Arkansas,TRA,transportation,2,number of customers
2023-12,AR,Arkansas,RES,residential,1472351,number of customers
2023-12,AR,Arkansas,OTH,other,,number of customers
2023-12,AR,Arkansas,IND,industrial,35665,number of customers
2023-12,AR,Arkansas,COM,commercial,208344,number of customers
2023-12,AR,Arkansas,ALL,all sectors,1716362,number of customers
2023-12,AZ,Arizona,TRA,transportation,2,number of customers
2023-12,AZ,Arizona,RES,residential,3070519,number of customers
2023-12,AZ,Arizona,OTH,other,,number of customers
2023-12,AZ,Arizona,IND,industrial,7074,number of customers
2023-12,AZ,Arizona,COM,commercial,343655,number of customers
2023-12,AZ,Arizona,ALL,all sectors,3421250,number of customers
2023-12,AK,Alaska,TRA,transportation,0,number of customers
2023-12,AK,Alaska,RES,residential,298426,number of customers
2023-12,AK,Alaska,OTH,other,,number of customers
2023-12,AK,Alaska,IND,industrial,1183,number of customers
2023-12,AK,Alaska,COM,commercial,57510,number of customers
2023-12,AK,Alaska,ALL,all sectors,357119,number of customers
2023-12,AL,Alabama,TRA,transportation,0,number of customers
2023-12,AL,Alabama,RES,residential,2369040,number of customers
2023-12,AL,Alabama,OTH,other,,number of customers
2023-12,AL,Alabama,IND,industrial,7209,number of customers
2023-12,AL,Alabama,COM,commercial,380934,number of customers
2023-12,AL,Alabama,ALL,all sectors,2757183,number of customers
2023-12,US,U.S. Total,TRA,transportation,82,number of customers
2023-12,US,U.S. Total,RES,residential,141496756,number of customers
2023-12,US,U.S. Total,OTH,other,,number of customers
2023-12,US,U.S. Total,IND,industrial,1080766,number of customers
2023-12,US,U.S. Total,COM,commercial,19367884,number of customers
2023-12,US,U.S. Total,ALL,all sectors,161945488,number of customers
2023-12,PACN,Pacific Noncontiguous,TRA,transportation,0,number of customers
2023-12,PACN,Pacific Noncontiguous,RES,residential,744562,number of customers
2023-12,PACN,Pacific Noncontiguous,OTH,other,,number of customers
2023-12,PACN,Pacific Noncontiguous,IND,industrial,1997,number of customers
2023-12,PACN,Pacific Noncontiguous,COM,commercial,117409,number of customers
2023-12,PACN,Pacific Noncontiguous,ALL,all sectors,863968,number of customers
2023-12,PACC,Pacific Contiguous,TRA,transportation,19,number of customers
2023-12,PACC,Pacific Contiguous,RES,residential,19269295,number of customers
2023-12,PACC,Pacific Contiguous,OTH,other,,number of customers
2023-12,PACC,Pacific Contiguous,IND,industrial,199498,number of customers
2023-12,PACC,Pacific Contiguous,COM,commercial,2420699,number of customers
2023-12,PACC,Pacific Contiguous,ALL,all sectors,21889511,number of customers
2023-12,MTN,Mountain,TRA,transportation,5,number of customers
2023-12,MTN,Mountain,RES,residential,10658074,number of customers
2023-12,MTN,Mountain,OTH,other,,number of customers
2023-12,MTN,Mountain,IND,industrial,98877,number of customers
2023-12,MTN,Mountain,COM,commercial,1498072,number of customers
2023-11,AL,Alabama,ALL,all sectors,2770608,number of customers
2023-11,SD,South Dakota,IND,industrial,4200,number of customers
2023-11,SD,South Dakota,COM,commercial,77934,number of customers
2023-11,SD,South Dakota,ALL,all sectors,513863,number of customers
2023-11,SC,South Carolina,TRA,transportation,0,number of customers
2023-11,SC,South Carolina,RES,residential,2561968,number of customers
2023-11,SC,South Carolina,OTH,other,,number of customers
2023-11,SC,South Carolina,IND,industrial,3546,number of customers
2023-11,SC,South Carolina,COM,commercial,409068,number of customers
2023-11,SC,South Carolina,ALL,all sectors,2974582,number of customers
2023-11,RI,Rhode Island,TRA,transportation,1,number of customers
2023-11,RI,Rhode Island,RES,residential,456936,number of customers
2023-11,RI,Rhode Island,OTH,other,,number of customers
2023-11,RI,Rhode Island,IND,industrial,1573,number of customers
2023-11,RI,Rhode Island,COM,commercial,60658,number of customers
2023-11,RI,Rhode Island,ALL,all sectors,519168,number of customers
